accession,secondary_accession,bioproject,study_name,body_sites,samples_count,biome_lineages,centre_name,last_update
MGYS00002677,ERP106631,PRJEB24779,EMG produced TPA metagenomics assembly of the preterm infant gut metagenomes (NIH Y4 Cohort) (human gut metagenome) data set.,gut,36,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMBL-EBI,2018-07-27T11:20:45
MGYS00005698,DRP003804,PRJDB4115,Metgenomic analysis of human saliva microbiome from healthy subjects,oral,35,root:Host-associated:Human:Digestive system:Oral:Saliva,"Laboratory of Metagenomics, Graduate School of Frontier Sciences, The University of Tokyo",2021-01-18T22:38:51
MGYS00006443,SRP312067,PRJNA717158,Influence of targeted therapy on the composition of the lung microbiome of patients with cystic fibrosis,respiratory,35,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,N.F.Gamaleya National Research Center for Epidemiology and Microbiology,2023-09-05T13:32:44
MGYS00003147,ERP024316,PRJEB21999,Infections by human gastrointestinal helminths are associated with changes in faecal microbiota diversity and composition,gut,35,root:Host-associated:Human:Digestive system:Large intestine:Fecal,UNIVERSITY OF CAMBRDGE,2018-10-04T11:23:20
MGYS00005805,ERP127951,PRJEB43961,EMG produced TPA metagenomics assembly of PRJEB1690 data set (This is a metagenomic study to investigate the microbial community and metabolic functions of Korean twin pairs.).,gut,35,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2022-04-08T15:07:49
MGYS00006410,SRP067201,PRJNA305470,lung microbiome of  children with pneumonia,respiratory,34,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Shenzhen Children's Hospital,2023-09-03T11:13:00
MGYS00006372,SRP310970,PRJNA714458,bacterial community diversity,respiratory,34,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Beijing Chest Hospital,2023-09-02T21:17:29
MGYS00005806,ERP002391,PRJEB1690,This is a metagenomic study to investigate the microbial community and metabolic functions of Korean twin pairs.,gut,34,root:Host-associated:Human:Digestive system:Large intestine:Fecal,SNU,2021-10-08T16:37:35
MGYS00005034,ERP112251,PRJEB29894,EMG produced TPA metagenomics assembly of the Skin metagenomes (human skin metagenome) data set.,skin,33,root:Host-associated:Human:Skin,EMG,2020-06-16T10:42:56
MGYS00005443,ERP113996,PRJEB31435,EMG produced TPA metagenomics assembly of the PRJEB22882 data set (Taxonomic and gene content analysis of the bacterial viral metagenomes from the oral cavity from healthy youngsters in Valencia).,oral,33,root:Host-associated:Human:Digestive system:Oral,EMG,2020-05-22T08:48:24
MGYS00005684,ERP125620,PRJEB41785,EMG produced TPA metagenomics assembly of PRJNA628604 data set (Oral capsulized Fecal microbiota transplantation for eradication of carbapenemase-producing Enterobacteriaceae colonization with a metagenomic perspective).,gut,33,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2020-12-24T13:25:35
MGYS00006466,SRP083112,PRJNA339813,Human sputum 16S rDNA profiles - children with cystic fibrosis,respiratory,32,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,Charles University in Prague,2023-09-11T13:18:31
MGYS00005444,ERP104599,PRJEB22882,Taxonomic and gene content analysis of the bacterial viral metagenomes from the oral cavity from healthy youngsters in Valencia,oral,32,root:Host-associated:Human:Digestive system:Oral,FISABIO,2020-05-22T02:50:04
MGYS00000308,ERP001739,PRJEB3227,Follow-up of faecal microbiota in IBS patients,gut,32,root:Host-associated:Human:Digestive system:Large intestine:Fecal,CSISP,2016-01-20T14:12:06
MGYS00001303,ERP014351,PRJEB12831,A plaque on both your houses. Exploring the history of urbanisation and infectious diseases through the study of archaeological dental tartar,oral,31,root:Host-associated:Human:Digestive system:Oral,SC,2016-11-14T16:35:53
MGYS00005685,SRP258728,PRJNA628604,Oral capsulized Fecal microbiota transplantation for eradication of carbapenemase-producing Enterobacteriaceae colonization with a metagenomic perspective,gut,31,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Technion - Israel Institute of Technology,2020-12-24T09:39:11
MGYS00001143,ERP016024,PRJEB14383,Oral microbiome samples from the Philippines,oral,31,root:Host-associated:Human:Digestive system:Oral:Saliva|root:Mixed,UCL,2016-06-27T14:48:14
MGYS00006473,SRP114665,PRJNA396749,Effects of silver nanoparticles on mouse lung microbiome,respiratory,30,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,mothur,2023-09-11T14:16:03
MGYS00001258,SRP067039,PRJNA305094,Targeted Gene amplicons raw sequence reads,gut,30,root:Host-associated:Human:Digestive system:Large intestine:Fecal,National Centre for Cell Science Pune,2019-11-07T16:53:16
MGYS00000526,ERP011526,PRJEB10296,Modulation of dyslipidemic children fecal microbial ecosystem by dietary intervention with hazelnuts as source of unsaturated fatty acids.,gut,30,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Universita degli studi di Milano,2023-06-12T15:12:15
MGYS00006618,ERP141522,PRJEB56572,EMG produced TPA metagenomics assembly of PRJNA791464 data set (Oral saliva microorganisms in 3-year-old children with different caries risk).,oral,30,root:Host-associated:Human:Digestive system:Oral:Saliva,EMG,2024-03-08T23:12:05
MGYS00003487,ERP108880,PRJEB26857,EMG produced TPA metagenomics assembly of the Oral microbiome samples from the Philippines (Phillipines oral microbiome) data set.,oral,30,root:Host-associated:Human:Digestive system:Oral:Saliva|root:Mixed,EMG,2020-05-18T00:17:49
MGYS00006354,SRP287767,PRJNA668745,Gut microbiome is associated with exercise tolerance of resected early-stage lung cancer patients,gut,30,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Leibniz Institute for Natural Product Research and Infection Biology - Hans Knoll Institute,2023-09-02T03:44:29
MGYS00006390,SRP340835,PRJNA770291,Characterization of the microbiota in the lower respiratory tract of Influenza A patients,respiratory,30,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Instituto Nacional de Enfermedades Respiratorias (INER),2023-09-03T00:49:55
MGYS00006357,SRP297410,PRJNA683885,"Lung microbiome of chronic obstructive pulmonary disease patients in Tshwane, South Africa",respiratory,30,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,University of Pretoria,2023-09-02T04:51:40
MGYS00002212,SRP000913,,Defining a core microbial community of healthy human oral cavity,oral,29,root:Host-associated:Human:Digestive system:Oral,MBL,2018-02-14T12:02:29
MGYS00003484,ERP111756,PRJEB29454,LSA-COMPARE FOOD TRIAL,gut,29,root:Host-associated:Human:Digestive system:Large intestine:Fecal,LSA-DISTAL-UNIBO,2018-11-20T12:34:31
MGYS00006256,ERP002060,PRJEB1219,The lung microbiota and bacterial abundance in patients with bronchiectasis when clinically stable and during exacerbation,respiratory,29,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,QUB,2023-07-19T20:23:49
MGYS00006521,SRP211744,PRJNA550234,Analysis of the fetal lung microbiome,respiratory,28,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Nanyang Technological University,2023-09-25T20:17:09
MGYS00001174,SRP033553,PRJNA230363,Oral Microbiome,oral,28,root:Host-associated:Human:Digestive system:Oral,"BIOLS, CAS",2019-11-07T16:53:35
MGYS00006765,ERP160150,PRJEB75578,EMG produced TPA metagenomics assembly of PRJNA664754 data set (Fecal metagenomes of healthy volunteers).,gut,28,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2025-03-12T17:27:07
MGYS00003597,ERP108069,PRJEB26096,EMG produced TPA metagenomics assembly of the Oral Microbiome (human oral metagenome) data set.,oral,28,root:Host-associated:Human:Digestive system:Oral,EMG,2018-11-26T18:55:59
MGYS00001537,ERP021378,PRJEB19367,Analysis of stool samples from sickle cell disease patients and healthy controls,gut,28,root:Host-associated:Human:Digestive system:Large intestine:Fecal,HiThru Analytics,2017-02-22T16:16:11
MGYS00001987,ERP104069,PRJEB22389,EMG produced TPA metagenomics assembly of the Human gastric microbiome metagenome (human gut metagenome) data set,gut,27,root:Host-associated:Human:Digestive system:Intestine|root:Host-associated:Human:Digestive system:Large intestine,EMBL-EBI,2020-05-17T19:14:41
MGYS00003609,ERP108066,PRJEB26093,EMG produced TPA metagenomics assembly of the A plaque on both your houses: Exploring the history of urbanisation and infectious diseases through the study of archaeological dental tartar.,oral,27,root:Host-associated:Human:Digestive system:Oral,EMG,2018-11-28T13:28:52
MGYS00006480,SRP107187,PRJNA386984,Sputum microbiome in COPD patients,respiratory,27,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Centre de Recherche de l'Institut Universitaire de Cardiologie et de Pneumologie de Quebec,2023-09-12T11:03:39
MGYS00005076,ERP106351,PRJEB24522,obesity_all,gut,27,root:Host-associated:Human:Digestive system:Large intestine:Fecal,UIC,2019-06-28T14:24:43
MGYS00006780,ERP160119,PRJEB75541,EMG produced TPA metagenomics assembly of PRJNA703034 data set (Metagenomics of Stool from ICU Patients).,gut,26,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2025-03-15T12:28:01
MGYS00002265,SRP050196,PRJNA267644,Microcosm Targeted Locus (Loci),oral,26,root:Host-associated:Human:Digestive system:Oral,ACTA,2019-11-07T16:54:40
MGYS00006361,SRP302813,PRJNA693784,lung microbiota of patients S.aureus infection and COVID-19,respiratory,26,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,"Fondazione Policlinico Gemelli, IRCCS",2023-09-02T05:45:05
MGYS00006289,SRP230853,PRJNA590873,Lung microbiome in adult cystic fibrosis patients,respiratory,26,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,N.F.Gamaleya National Research Center for Epidemiology and Microbiology,2023-09-01T21:03:39
MGYS00006333,SRP219421,PRJNA561567,Stromal modulation through gastrointestinal microbial dysbiosis,gut,26,root:Host-associated:Human:Digestive system:Large intestine:Fecal,University of Arkansas for Medical Sciences,2023-09-01T20:48:19
MGYS00006498,SRP124904,PRJNA418003,Human Lung Metagenome Raw sequence reads,respiratory,26,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,"University of Nebraska,Lincoln",2023-09-25T12:46:48
MGYS00002248,SRP034724,PRJNA232543,Oral microbiome of leukemia patients,oral,26,root:Host-associated:Human:Digestive system:Oral,The West China Hospital of Stomatology,2019-11-07T16:54:31
MGYS00004708,ERP114688,PRJEB32062,Strain-Level Dynamics of the Lung Microbiome in Patients with Cystic Fibrosis,respiratory,25,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,"UNIVERSITY OF ZURICH, Institute of Molecular Life Sciences",2019-05-02T15:45:41
MGYS00006475,DRP007146,PRJDB11461,Lower airway microbiota in patients with clinically suspected Mycobacterium avium complex lung disease,respiratory,25,root:Host-associated:Human:Respiratory system:Pulmonary system:Trachea,"Internal medicine, Toho University Sakura Medical Center",2023-09-27T08:57:23
MGYS00006315,ERP141372,PRJEB56433,EMG produced TPA metagenomics assembly of PRJNA508385 data set (Comparative metagenomics reveals taxonomically idiosyncratic yet functionally congruent communities in periodontitis).,oral,25,root:Host-associated:Human:Digestive system:Oral:Subgingival plaque,EMG,2023-09-01T13:25:52
MGYS00000352,ERP005196,PRJEB5771,Human gut microbiota associated to Clostridium difficile infection,gut,25,root:Host-associated:Human:Digestive system:Large intestine:Fecal,CSISP,2016-01-20T14:12:06
MGYS00006470,SRP100072,PRJNA374847,human respiratory metagenome Targeted loci environmental,respiratory,24,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of Minnesota,2023-09-11T13:40:36
MGYS00003480,ERP108070,PRJEB26097,EMG produced TPA metagenomics assembly of the Choice of method for purification of bacterial DNA from faecal material influences community structure as detected by next generation sequencing (gut metagenome) data set.,gut,24,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2018-11-16T14:34:11
MGYS00006444,SRP324096,PRJNA580164,Microbiome Raw sequence reads,respiratory,24,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Institute of Pathogen Piology,2023-09-05T13:38:50
MGYS00000412,ERP007044,PRJEB7331,metagenomic analysis of human gut microbiome,gut,24,root:Host-associated:Human:Digestive system:Large intestine:Fecal,WTSI,2016-01-20T14:12:06
MGYS00002675,ERP107102,PRJEB25206,EMG produced TPA metagenomics assembly of the Oral microbiome Metagenome (human oral metagenome) data set.,oral,24,root:Host-associated:Human:Digestive system:Oral,EMBL-EBI,2024-05-28T16:10:03
MGYS00002359,ERP005514,PRJEB6052,Human identification through analysis of the salivary microbiome,oral,24,root:Host-associated:Human:Digestive system:Oral:Saliva,School of Criminal Justice,2018-04-26T09:58:58
MGYS00002220,SRP044345,PRJNA255332,Alcohol and tobacco consumption affects bacterial richness in oral cavity biofilms,oral,24,root:Host-associated:Human:Digestive system:Oral,AC Camargo Cancer Center,2019-11-07T16:54:08
MGYS00003475,SRP118697,PRJNA407815,Microbiome and Worm Infection,gut,24,root:Host-associated:Human:Digestive system:Large intestine:Fecal,McDonnell Genome Institute,2019-11-07T16:53:28
MGYS00005813,ERP127558,PRJEB43589,EMG produced TPA metagenomics assembly of PRJNA407905 data set (Human saliva Metagenomes).,oral,24,root:Host-associated:Human:Digestive system:Oral:Saliva,EMG,2021-10-12T11:26:02
MGYS00002225,SRP079075,PRJNA328521,Oral microbiome Raw sequence reads,oral,24,root:Host-associated:Human:Digestive system:Oral,The University of Auckland,2019-11-07T16:54:12
MGYS00000394,ERP005558,PRJEB6092,"Metagenome fecal microbiota, Illumina seq reads of 12 individuals at 2 timepoints",gut,24,root:Host-associated:Human:Digestive system|root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,UNIVERSITY OF SYDNEY,2016-01-20T14:12:06
MGYS00006431,SRP442920,PRJNA982880,The fungal intestinal microbiota predict the development of bronchopulmonary dysplasia,gut,24,root:Host-associated:Human:Digestive system:Large intestine:Fecal,University of Alabama at Birmingham,2023-09-26T14:44:06
MGYS00006366,ERP141374,PRJEB56435,EMG produced TPA metagenomics assembly of PRJNA548383 data set (Subgingival Microbiome of Tobacco Cigarette Smokers with and without Periodontal Disease).,oral,24,root:Host-associated:Human:Digestive system:Oral:Subgingival plaque,EMG,2024-03-15T15:48:23
MGYS00005814,SRP118345,PRJNA407905,Human saliva Metagenomes,oral,23,root:Host-associated:Human:Digestive system:Oral:Saliva,UNIVERSITY OF ALICANTE,2021-10-12T09:49:54
MGYS00006616,ERP142304,PRJEB57339,EMG produced TPA metagenomics assembly of PRJNA762218 data set (Salivary Microbiome in Adenoid Cystic Carcinoma).,oral,23,root:Host-associated:Human:Digestive system:Oral:Saliva,EMG,2024-03-08T16:46:36
MGYS00002285,ERP106941,PRJEB25060,Microbial community in Trachea-oropharynx of Diabetic patient was compared with healthy controls and bacterial pneumonia,respiratory,23,root:Host-associated:Human:Respiratory system,KYUNG HEE UNIVERSITY,2018-03-14T09:35:01
MGYS00000553,ERP012221,PRJEB10919,Total RNA-Seq on sputum samples from patients with active tuberculosis,respiratory,23,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,rachelpjlai,2016-02-03T10:02:08
MGYS00002215,SRP010933,PRJNA84223,"Human oral microbiome (root canal, apical abscess, and oral cavity) Targeted Locus",oral,23,root:Host-associated:Human:Digestive system:Oral,PHSA Labs,2018-02-14T13:02:27
MGYS00006307,ERP141367,PRJEB56428,EMG produced TPA metagenomics assembly of PRJNA597465 data set (Species Level Characterization of Dental Plaque Associated Microbiome of Native Indian Children using Metagenome Sequencing).,oral,22,root:Host-associated:Human:Digestive system:Oral:Subgingival plaque,EMG,2023-09-01T15:17:52
MGYS00001623,ERP021734,PRJEB19677,This dataset contains the output from shotgun metagenomic and genomic sequencing of the microbiota of faecal samples collected from infants prior to developing necrotising enterocolitis (NEC).,gut,22,root:Host-associated:Human:Digestive system:Large intestine:Fecal,PUBLIC HEALTH ENGLAND,2017-03-22T10:01:08
